1002215,A Better Choice Bakery & Market,http://www.ABetterChoiceBakery.com,27 W Potomac Street,Brunswick,Frederick,Maryland,21716,"January - December Monday - Friday 12:00 PM to 5:00 PM, Saturday 10:00 AM to 5:00 PM, Sunday 12:00 PM to 5:00 PM",-77.6277075,39.313066,Co-located with wholesale market facility,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,5/3/12 17:01
1001334,A Kentucky Farmer's Market LLC,,2349 S Hwy 127,Russell Springs,Russell,Kentucky,42642,"June - October Tuesday 7:00 AM to 4:00 PM, Friday 7:00 AM to 4:00 PM, Saturday 7:00 AM to 2:00 PM, (7 am until sellout or 4pm)",-85.076795,37.032535,Private business parking lot,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/27/12 23:26
22004181,AAMC Farmers's Market,,"2001 Medical Parkway, Sajak Pavilion",Annapolis,Anne Arundel,Maryland,21401,,-76.6123,39.006,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/23/11 23:54
22001479,Abacoa Town Center Green Market,,"East of Donald Ross Road, Exit off I-95",Jupiter,Palm Beach,Florida,33478,,-80.1296,26.8838,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004648,ABBEVILLE FARMERS MARKET,,100 COLUMBIA RD.,ABBEVILLE,HENRY,Alabama,36310,,-85.2466,31.5633,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
21000528,Abbeville Farmers Market,,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620,January - December Friday 7:00 am to 12:00 pm,-82.3811,34.176,Local government building grounds,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,4/4/11 15:44
1002310,Abbotsford Farmers Market,,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405,May - October Tuesday 1:30 PM to 5:30 PM,-90.307145,44.945665,Private business parking lot,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,5/7/12 10:47
22000803,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,800 E 28th St,Minneapolis,Hennepin,Minnesota,,,-93.2629,44.9556,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 26 2010 11:24PM
22002873,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,Brown,South Dakota,57401,,-98.4866,45.4631,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001493,Abilene Farmers Market,,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410,,-97.2139,38.9153,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004338,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,Remsburg Drive and Cummings Street,Abingdon,Washington,Virginia,24210,"April - August Tuesday 3:00 PM to 6:00 PM, Saturday 7:00 AM to 12:00 PM September - November Tuesday 3:00 PM to 6:00 PM, Saturday 8:00 AM to 12:00 PM December Saturday 10:00 AM to 12:00 PM",-81.977406,36.708734,Local government building grounds,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/30/12 12:25
1003713,Abingdon Square Greenmarket,http://www.grownyc.org,W12 St. & 8th Ave,New York,New York,New York,10014,January - December Saturday 8:00 AM to 2:00 PM,-74.00528,40.737177,Other,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,5/18/12 15:45
22004564,Abington,,362 Plymouth Street,Abington,Plymouth,Massachusetts,2351,,-70.9369,42.119,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003181,Abington Farmers Market,,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,,,-75.7746,41.425,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002771,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,,June - October Saturday 7:00 AM to 12:00 PM,-106.565838,35.103988,Other,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/9/12 17:38
1002771,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,1200 Block of Central Ave NE,Albuquerque,Bernalillo,New Mexico,,June - October Tuesday 7:00 AM to 12:00 PM,-106.633172,35.082375,Healthcare Institution,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/9/12 17:38
1000998,Acacia Park Farmers Market,http://www.millerfarms.net,115 E. Platte Ave.,Colorado Springs,El Paso,Colorado,80903,June - October Monday 10:00 AM to 3:00 PM,-104.8230377,38.8380842,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,4/26/12 15:10
22001119,Acadia Farmers' Market in Town Hill,,,Town Hill,Hancock,Maine,,,-68.9716,44.5908,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003068,Acadian Farmers Market,,801 Foreman Dr,Lafayette,Lafayette Parish,Louisiana,,,-92.0636,30.2144,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004651,Acadiana Farmers Market,,801 Foreman Drive,Opelousas,Lafayette,Louisiana,70570,,-92.0634,30.2147,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22004652,Ace Farmers Market,,115 Black River Blvd,Rome,Oneida,New York,,,-75.4541,43.2098,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004021,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,1 Pearl St,Acton,Middlesex,Massachusetts,1720,"June - October Sunday 10:00 AM to 1:00 PM, (June 17- October 21)",-71.47415,42.47518,Closed-off public street,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,5/24/12 13:08
1003737,Acushnet farmers market,http://Www.stonebridgefarm.com,186 Leonard Street,Acushnet,Bristol,Massachusetts,2743,June - October Saturday 9:00 AM to 1:00 PM,-70.8999,41.7199,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,5/18/12 20:25
22004000,Acworth Farmers Market,,Main and Lemon Streets,Acworth,Cobb,Georgia,,,-84.6767,34.0657,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002995,Ada Area Chamber of Commerce Farmers Market,,Ada Depot Parking Lot,Ada,Hardin,Ohio,45810,June - September Thursday 4:30 PM to 6:30 PM,-83.82185,40.77057,Local government building grounds,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,5/14/12 8:54
21001922,Ada Farmer's Market,,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,"January - December Wednesday 6:00 am to 2:00 pm, Saturday 6:00 am to 2:00 pm",-96.6797,34.7739,Private business parking lot,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Jun 4 2010 4:34PM
1003945,Ada Farmers' Market,http://www.adafarmersmarket.com,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301,"June - September Tuesday 12:00 PM to 6:00 PM, (The Ada Farmers' Market opens at noon on June 19 for the 2012 season.)",-85.4889683,42.9553715,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,5/22/12 20:03
22004462,AdairCo Farmers Market,,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair County,Kentucky,,,-85.297,37.1043,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22000623,Adams County Farmers' Market Association,http://www.acfarmersmarkets.org,Gettysburg Recreation Park 545 Long Lane,Gettysburg,Adams,Pennsylvania,17325,May - October Wednesday 12:00 PM to 4:00 PM,-77.237298,39.825018,Other,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,7/14/12 12:11
22000623,Adams County Farmers' Market Association,http://www.acfarmersmarkets.org,The Outlet Shoppes - 1863 Gettyburg Village Dr.,Gettysburg,Adams,Pennsylvania,17325,"May - October Friday 9:30 AM to 5:00 PM, Saturday 9:30 AM to 2:00 PM",-77.201807,39.796024,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,7/14/12 12:11
22004010,Adams Farmers Market,,60 Columbia Street,Adams,,Massachusetts,1220,,-73.1158,42.6293,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002208,Adams Morgan Farmers Market,,18th St. and Columbia Rd. NW,Washington,District of Columbia,District of Columbia,20009,,-77.0426,38.9226,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004653,Added Value Farm Stand at Governors Island,,Gresham Rd,Brooklyn,Kings,New York,11231-1235,,-74.0231,40.6875,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003240,Addison Farmers Market,,One Friendship Plaza,Addison,DuPage,Illinois,60101,,-87.9934,41.9321,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003524,Adel Farmers Market,,Courthouse Square,Adel,Dallas,Iowa,50830,,-94.0175,41.6144,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002699,Adelanto Stadium Farmers Market,,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,92392,,-117.405,34.5593,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004182,AGH Wellness Committee Farmer's Market,,9733 Healthway Drive,Berlin,Worcester,Maryland,21811,,-75.2113,38.3388,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/23/11 23:58
1001884,Agricenter International Farmers Market,http://www.agricenter.org,7777 Walnut Grove Road,Memphis,Shelby,Tennessee,38120,"May - October Monday - Friday 7:30 AM to 5:30 PM, Saturday 7:00 AM to 5:30 PM",-89.80535,35.1327587,Local government building grounds,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,5/1/12 6:47
22002651,Agritopia Farm Stand,http://www.agritopia.com,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,85233,,-111.726,33.3219,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003072,Ahwatukee Farmers' Market,http://www.arizonafarmersmarkets.com,4700 E. Warner Rd.,Phoenix,Maricopa,Arizona,85044,,-111.979845,33.330349,Other,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/14/12 15:35
1003652,Aiken County Farmers Market,http://www.cityofaikensc.gov,897 Richland Avenue East,Aiken,Aiken,South Carolina,29801,"April Tuesday 7:00 AM to 2:00 PM, Thursday - Saturday 7:00 AM to 2:00 PM May - September Monday - Saturday 7:00 AM to 2:00 PM October - December Tuesday 7:00 AM to 2:00 PM, Thursday - Saturday 7:00 AM to 2:00 PM",-81.7084941,33.5568819,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,5/18/12 8:32
22004283,Akebono Farmers’ Market,,Akebono Parking Lot,Pahoa,Hawaii County,Hawaii,,,-154.951,19.4975,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22000946,Akers of Strawberries,,1054 Melton Rd.,Baker,Okaloosa,Florida,32531,,-86.7014,30.7979,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 7 2010 10:59AM
22001480,Akron Farmers Market,,City Park,Akron,Plymouth,Iowa,51031,,-96.5573,42.8309,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003970,Akwesasne Farmers Market,,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,,,-74.6677,44.9739,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004147,Ala Moana Farmers' Market,http://alamoanafarmersmarket.com,1450 Ala Moana Blvd,Honolulu,Honolulu,Hawaii,96814,January - December Saturday 8:00 AM to 12:00 PM,-157.845973,21.291624,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,5/25/12 13:50
1001312,Alachua County Farmers' Market,http://www.441market.com,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,"January - December Saturday 8:30 AM to 1:00 PM, (Open Every Saturday!)",-82.353226,29.710168,Local government building grounds,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,4/27/12 17:48
22001993,Alamance County Farmers Market,,200 S. Main St.,Burlington,Alamance,North Carolina,27215,,-79.4357,36.0943,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003818,Alamo Farmers Market,,Buckhorn Ranch Road,Alamo,Lincoln,Nevada,89001,July - October Saturday 10:00 AM to 2:00 PM,-115.1435,37.33075,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/21/12 12:20
